mcu,pin,function,alias
STM32F446RETx,PA6,GPIO_Input,GPIO_Input
STM32F446RETx,PA6,GPIO_Output,GPIO_Output
STM32F446RETx,PA6,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA6,EVENTOUT,EVENTOUT
STM32F446RETx,PA6,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA7,ADC1_IN7,ADC_IN
STM32F446RETx,PA7,ADC2_IN7,ADC_IN
STM32F446RETx,PA7,I2S1_SD,I2S_SD
STM32F446RETx,PA7,SPI1_MOSI,SPI_MOSI
STM32F446RETx,PA7,TIM14_CH1,TIM_CH
STM32F446RETx,PA7,TIM1_CH1N,TIM_CHN
STM32F446RETx,PA7,TIM3_CH2,TIM_CH
STM32F446RETx,PA7,TIM8_CH1N,TIM_CHN
STM32F446RETx,PA7,GPIO_Input,GPIO_Input
STM32F446RETx,PA7,GPIO_Output,GPIO_Output
STM32F446RETx,PA7,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA7,EVENTOUT,EVENTOUT
STM32F446RETx,PA7,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC4,ADC1_IN14,ADC_IN
STM32F446RETx,PC4,ADC2_IN14,ADC_IN
STM32F446RETx,PC4,I2S1_MCK,I2S_MCK
STM32F446RETx,PC4,SPDIFRX_IN2,SPDIFRX_IN
STM32F446RETx,PC4,GPIO_Input,GPIO_Input
STM32F446RETx,PC4,GPIO_Output,GPIO_Output
STM32F446RETx,PC4,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC4,EVENTOUT,EVENTOUT
STM32F446RETx,PC4,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC5,ADC1_IN15,ADC_IN
STM32F446RETx,PC5,ADC2_IN15,ADC_IN
STM32F446RETx,PC5,SPDIFRX_IN3,SPDIFRX_IN
STM32F446RETx,PC5,USART3_RX,USART_RX
STM32F446RETx,PC5,GPIO_Input,GPIO_Input
STM32F446RETx,PC5,GPIO_Output,GPIO_Output
STM32F446RETx,PC5,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC5,EVENTOUT,EVENTOUT
STM32F446RETx,PC5,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB0,ADC1_IN8,ADC_IN
STM32F446RETx,PB0,ADC2_IN8,ADC_IN
STM32F446RETx,PB0,I2S3_SD,I2S_SD
STM32F446RETx,PB0,SDIO_D1,SDIO_D
STM32F446RETx,PB0,SPI3_MOSI,SPI_MOSI
STM32F446RETx,PB0,TIM1_CH2N,TIM_CHN
STM32F446RETx,PB0,TIM3_CH3,TIM_CH
STM32F446RETx,PB0,TIM8_CH2N,TIM_CHN
STM32F446RETx,PB0,UART4_CTS,UART_CTS
STM32F446RETx,PB0,USB_OTG_HS_ULPI_D1,USB_OTG_HS_ULPI_D
STM32F446RETx,PB0,GPIO_Input,GPIO_Input
STM32F446RETx,PB0,GPIO_Output,GPIO_Output
STM32F446RETx,PB0,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB0,EVENTOUT,EVENTOUT
STM32F446RETx,PB0,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB1,ADC1_IN9,ADC_IN
STM32F446RETx,PB1,ADC2_IN9,ADC_IN
STM32F446RETx,PB1,SDIO_D2,SDIO_D
STM32F446RETx,PB1,TIM1_CH3N,TIM_CHN
STM32F446RETx,PB1,TIM3_CH4,TIM_CH
STM32F446RETx,PB1,TIM8_CH3N,TIM_CHN
STM32F446RETx,PB1,USB_OTG_HS_ULPI_D2,USB_OTG_HS_ULPI_D
STM32F446RETx,PB1,GPIO_Input,GPIO_Input
STM32F446RETx,PB1,GPIO_Output,GPIO_Output
STM32F446RETx,PB1,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB1,EVENTOUT,EVENTOUT
STM32F446RETx,PB1,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB2,I2S3_SD,I2S_SD
STM32F446RETx,PB2,QUADSPI_CLK,QUADSPI_CLK
STM32F446RETx,PB2,SAI1_SD_A,SAI_SD_A
STM32F446RETx,PB2,SDIO_CK,SDIO_CK
STM32F446RETx,PB2,SPI3_MOSI,SPI_MOSI
STM32F446RETx,PB2,TIM2_CH4,TIM_CH
STM32F446RETx,PB2,USB_OTG_HS_ULPI_D4,USB_OTG_HS_ULPI_D
STM32F446RETx,PB2,GPIO_Input,GPIO_Input
STM32F446RETx,PB2,GPIO_Output,GPIO_Output
STM32F446RETx,PB2,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB2,EVENTOUT,EVENTOUT
STM32F446RETx,PB2,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB10,I2C2_SCL,I2C_SCL
STM32F446RETx,PB10,I2S2_CK,I2S_CK
STM32F446RETx,PB10,SAI1_SCK_A,SAI_SCK_A
STM32F446RETx,PB10,SPI2_SCK,SPI_SCK
STM32F446RETx,PB10,TIM2_CH3,TIM_CH
STM32F446RETx,PB10,USART3_TX,USART_TX
STM32F446RETx,PB10,USB_OTG_HS_ULPI_D3,USB_OTG_HS_ULPI_D
STM32F446RETx,PB10,GPIO_Input,GPIO_Input
STM32F446RETx,PB10,GPIO_Output,GPIO_Output
STM32F446RETx,PB10,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB10,EVENTOUT,EVENTOUT
STM32F446RETx,PB10,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB12,CAN2_RX,CAN_RX
STM32F446RETx,PB12,I2C2_SMBA,I2C_SMBA
STM32F446RETx,PB12,I2S2_WS,I2S_WS
STM32F446RETx,PB12,SAI1_SCK_B,SAI_SCK_B
STM32F446RETx,PB12,SPI2_NSS,SPI_NSS
STM32F446RETx,PB12,TIM1_BKIN,TIM_BKIN
STM32F446RETx,PB12,USART3_CK,USART_CK
STM32F446RETx,PB12,USB_OTG_HS_ID,USB_OTG_HS_ID
STM32F446RETx,PB12,USB_OTG_HS_ULPI_D5,USB_OTG_HS_ULPI_D
STM32F446RETx,PB12,GPIO_Input,GPIO_Input
STM32F446RETx,PB12,GPIO_Output,GPIO_Output
STM32F446RETx,PB12,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB12,EVENTOUT,EVENTOUT
STM32F446RETx,PB12,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB13,CAN2_TX,CAN_TX
STM32F446RETx,PB13,I2S2_CK,I2S_CK
STM32F446RETx,PB13,SPI2_SCK,SPI_SCK
STM32F446RETx,PB13,TIM1_CH1N,TIM_CHN
STM32F446RETx,PB13,USART3_CTS,USART_CTS
STM32F446RETx,PB13,USB_OTG_HS_ULPI_D6,USB_OTG_HS_ULPI_D
STM32F446RETx,PB13,USB_OTG_HS_VBUS,USB_OTG_HS_VBUS
STM32F446RETx,PB13,GPIO_Input,GPIO_Input
STM32F446RETx,PB13,GPIO_Output,GPIO_Output
STM32F446RETx,PB13,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB13,EVENTOUT,EVENTOUT
STM32F446RETx,PB13,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB14,SPI2_MISO,SPI_MISO
STM32F446RETx,PB14,TIM12_CH1,TIM_CH
STM32F446RETx,PB14,TIM1_CH2N,TIM_CHN
STM32F446RETx,PB14,TIM8_CH2N,TIM_CHN
STM32F446RETx,PB14,USART3_RTS,USART_RTS
STM32F446RETx,PB14,USB_OTG_HS_DM,USB_OTG_HS_DM
STM32F446RETx,PB14,GPIO_Input,GPIO_Input
STM32F446RETx,PB14,GPIO_Output,GPIO_Output
STM32F446RETx,PB14,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB14,EVENTOUT,EVENTOUT
STM32F446RETx,PB14,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB15,ADC1_EXTI15,ADC_EXTI
STM32F446RETx,PB15,ADC2_EXTI15,ADC_EXTI
STM32F446RETx,PB15,ADC3_EXTI15,ADC_EXTI
STM32F446RETx,PB15,I2S2_SD,I2S_SD
STM32F446RETx,PB15,RTC_REFIN,RTC_REFIN
STM32F446RETx,PB15,SPI2_MOSI,SPI_MOSI
STM32F446RETx,PB15,TIM12_CH2,TIM_CH
STM32F446RETx,PB15,TIM1_CH3N,TIM_CHN
STM32F446RETx,PB15,TIM8_CH3N,TIM_CHN
STM32F446RETx,PB15,USB_OTG_HS_DP,USB_OTG_HS_DP
STM32F446RETx,PB15,GPIO_Input,GPIO_Input
STM32F446RETx,PB15,GPIO_Output,GPIO_Output
STM32F446RETx,PB15,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB15,EVENTOUT,EVENTOUT
STM32F446RETx,PB15,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC6,DCMI_D0,DCMI_D
STM32F446RETx,PC6,FMPI2C1_SCL,FMPI2C_SCL
STM32F446RETx,PC6,I2S2_MCK,I2S_MCK
STM32F446RETx,PC6,SDIO_D6,SDIO_D
STM32F446RETx,PC6,TIM3_CH1,TIM_CH
STM32F446RETx,PC6,TIM8_CH1,TIM_CH
STM32F446RETx,PC6,USART6_TX,USART_TX
STM32F446RETx,PC6,GPIO_Input,GPIO_Input
STM32F446RETx,PC6,GPIO_Output,GPIO_Output
STM32F446RETx,PC6,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC6,EVENTOUT,EVENTOUT
STM32F446RETx,PC6,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC7,DCMI_D1,DCMI_D
STM32F446RETx,PC7,FMPI2C1_SDA,FMPI2C_SDA
STM32F446RETx,PC7,I2S2_CK,I2S_CK
STM32F446RETx,PC7,I2S3_MCK,I2S_MCK
STM32F446RETx,PC7,SDIO_D7,SDIO_D
STM32F446RETx,PC7,SPDIFRX_IN1,SPDIFRX_IN
STM32F446RETx,PC7,SPI2_SCK,SPI_SCK
STM32F446RETx,PC7,TIM3_CH2,TIM_CH
STM32F446RETx,PC7,TIM8_CH2,TIM_CH
STM32F446RETx,PC7,USART6_RX,USART_RX
STM32F446RETx,PC7,GPIO_Input,GPIO_Input
STM32F446RETx,PC7,GPIO_Output,GPIO_Output
STM32F446RETx,PC7,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC7,EVENTOUT,EVENTOUT
STM32F446RETx,PC7,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC8,DCMI_D2,DCMI_D
STM32F446RETx,PC8,SDIO_D0,SDIO_D
STM32F446RETx,PC8,SYS_TRACED0,SYS_TRACED
STM32F446RETx,PC8,TIM3_CH3,TIM_CH
STM32F446RETx,PC8,TIM8_CH3,TIM_CH
STM32F446RETx,PC8,UART5_RTS,UART_RTS
STM32F446RETx,PC8,USART6_CK,USART_CK
STM32F446RETx,PC8,GPIO_Input,GPIO_Input
STM32F446RETx,PC8,GPIO_Output,GPIO_Output
STM32F446RETx,PC8,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC8,EVENTOUT,EVENTOUT
STM32F446RETx,PC8,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC9,DAC_EXTI9,DAC_EXTI
STM32F446RETx,PC9,DCMI_D3,DCMI_D
STM32F446RETx,PC9,I2C3_SDA,I2C_SDA
STM32F446RETx,PC9,I2S_CKIN,I2S_CKIN
STM32F446RETx,PC9,QUADSPI_BK1_IO0,QUADSPI_BK_IO
STM32F446RETx,PC9,RCC_MCO_2,RCC_MCO
STM32F446RETx,PC9,SDIO_D1,SDIO_D
STM32F446RETx,PC9,TIM3_CH4,TIM_CH
STM32F446RETx,PC9,TIM8_CH4,TIM_CH
STM32F446RETx,PC9,UART5_CTS,UART_CTS
STM32F446RETx,PC9,GPIO_Input,GPIO_Input
STM32F446RETx,PC9,GPIO_Output,GPIO_Output
STM32F446RETx,PC9,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC9,EVENTOUT,EVENTOUT
STM32F446RETx,PC9,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA8,I2C3_SCL,I2C_SCL
STM32F446RETx,PA8,RCC_MCO_1,RCC_MCO_
STM32F446RETx,PA8,TIM1_CH1,TIM_CH
STM32F446RETx,PA8,USART1_CK,USART_CK
STM32F446RETx,PA8,USB_OTG_FS_SOF,USB_OTG_FS_SOF
STM32F446RETx,PA8,GPIO_Input,GPIO_Input
STM32F446RETx,PA8,GPIO_Output,GPIO_Output
STM32F446RETx,PA8,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA8,EVENTOUT,EVENTOUT
STM32F446RETx,PA8,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA9,DAC_EXTI9,DAC_EXTI
STM32F446RETx,PA9,DCMI_D0,DCMI_D
STM32F446RETx,PA9,I2C3_SMBA,I2C_SMBA
STM32F446RETx,PA9,I2S2_CK,I2S_CK
STM32F446RETx,PA9,SAI1_SD_B,SAI_SD_B
STM32F446RETx,PA9,SPI2_SCK,SPI_SCK
STM32F446RETx,PA9,TIM1_CH2,TIM_CH
STM32F446RETx,PA9,USART1_TX,USART_TX
STM32F446RETx,PA9,USB_OTG_FS_VBUS,USB_OTG_FS_VBUS
STM32F446RETx,PA9,GPIO_Input,GPIO_Input
STM32F446RETx,PA9,GPIO_Output,GPIO_Output
STM32F446RETx,PA9,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA9,EVENTOUT,EVENTOUT
STM32F446RETx,PA9,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA10,DCMI_D1,DCMI_D
STM32F446RETx,PA10,TIM1_CH3,TIM_CH
STM32F446RETx,PA10,USART1_RX,USART_RX
STM32F446RETx,PA10,USB_OTG_FS_ID,USB_OTG_FS_ID
STM32F446RETx,PA10,GPIO_Input,GPIO_Input
STM32F446RETx,PA10,GPIO_Output,GPIO_Output
STM32F446RETx,PA10,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA10,EVENTOUT,EVENTOUT
STM32F446RETx,PA10,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA11,ADC1_EXTI11,ADC_EXTI
STM32F446RETx,PA11,ADC2_EXTI11,ADC_EXTI
STM32F446RETx,PA11,ADC3_EXTI11,ADC_EXTI
STM32F446RETx,PA11,CAN1_RX,CAN_RX
STM32F446RETx,PA11,TIM1_CH4,TIM_CH
STM32F446RETx,PA11,USART1_CTS,USART_CTS
STM32F446RETx,PA11,USB_OTG_FS_DM,USB_OTG_FS_DM
STM32F446RETx,PA11,GPIO_Input,GPIO_Input
STM32F446RETx,PA11,GPIO_Output,GPIO_Output
STM32F446RETx,PA11,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA11,EVENTOUT,EVENTOUT
STM32F446RETx,PA11,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA12,CAN1_TX,CAN_TX
STM32F446RETx,PA12,TIM1_ETR,TIM_ETR
STM32F446RETx,PA12,USART1_RTS,USART_RTS
STM32F446RETx,PA12,USB_OTG_FS_DP,USB_OTG_FS_DP
STM32F446RETx,PA12,GPIO_Input,GPIO_Input
STM32F446RETx,PA12,GPIO_Output,GPIO_Output
STM32F446RETx,PA12,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA12,EVENTOUT,EVENTOUT
STM32F446RETx,PA12,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA13,SYS_JTMS-SWDIO,SYS_JTMS-SWDIO
STM32F446RETx,PA13,GPIO_Input,GPIO_Input
STM32F446RETx,PA13,GPIO_Output,GPIO_Output
STM32F446RETx,PA13,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA13,EVENTOUT,EVENTOUT
STM32F446RETx,PA13,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA14,SYS_JTCK-SWCLK,SYS_JTCK-SWCLK
STM32F446RETx,PA14,GPIO_Input,GPIO_Input
STM32F446RETx,PA14,GPIO_Output,GPIO_Output
STM32F446RETx,PA14,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA14,EVENTOUT,EVENTOUT
STM32F446RETx,PA14,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PA15,ADC1_EXTI15,ADC_EXTI
STM32F446RETx,PA15,ADC2_EXTI15,ADC_EXTI
STM32F446RETx,PA15,ADC3_EXTI15,ADC_EXTI
STM32F446RETx,PA15,CEC,CEC
STM32F446RETx,PA15,I2S1_WS,I2S_WS
STM32F446RETx,PA15,I2S3_WS,I2S_WS
STM32F446RETx,PA15,SPI1_NSS,SPI_NSS
STM32F446RETx,PA15,SPI3_NSS,SPI_NSS
STM32F446RETx,PA15,SYS_JTDI,SYS_JTDI
STM32F446RETx,PA15,TIM2_CH1,TIM_CH
STM32F446RETx,PA15,TIM2_ETR,TIM_ETR
STM32F446RETx,PA15,UART4_RTS,UART_RTS
STM32F446RETx,PA15,GPIO_Input,GPIO_Input
STM32F446RETx,PA15,GPIO_Output,GPIO_Output
STM32F446RETx,PA15,GPIO_Analog,GPIO_Analog
STM32F446RETx,PA15,EVENTOUT,EVENTOUT
STM32F446RETx,PA15,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC10,DCMI_D8,DCMI_D
STM32F446RETx,PC10,I2S3_CK,I2S_CK
STM32F446RETx,PC10,QUADSPI_BK1_IO1,QUADSPI_BK_IO
STM32F446RETx,PC10,SDIO_D2,SDIO_D
STM32F446RETx,PC10,SPI3_SCK,SPI_SCK
STM32F446RETx,PC10,UART4_TX,UART_TX
STM32F446RETx,PC10,USART3_TX,USART_TX
STM32F446RETx,PC10,GPIO_Input,GPIO_Input
STM32F446RETx,PC10,GPIO_Output,GPIO_Output
STM32F446RETx,PC10,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC10,EVENTOUT,EVENTOUT
STM32F446RETx,PC10,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC11,ADC1_EXTI11,ADC_EXTI
STM32F446RETx,PC11,ADC2_EXTI11,ADC_EXTI
STM32F446RETx,PC11,ADC3_EXTI11,ADC_EXTI
STM32F446RETx,PC11,DCMI_D4,DCMI_D
STM32F446RETx,PC11,QUADSPI_BK2_NCS,QUADSPI_BK_NCS
STM32F446RETx,PC11,SDIO_D3,SDIO_D
STM32F446RETx,PC11,SPI3_MISO,SPI_MISO
STM32F446RETx,PC11,UART4_RX,UART_RX
STM32F446RETx,PC11,USART3_RX,USART_RX
STM32F446RETx,PC11,GPIO_Input,GPIO_Input
STM32F446RETx,PC11,GPIO_Output,GPIO_Output
STM32F446RETx,PC11,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC11,EVENTOUT,EVENTOUT
STM32F446RETx,PC11,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PC12,DCMI_D9,DCMI_D
STM32F446RETx,PC12,I2C2_SDA,I2C_SDA
STM32F446RETx,PC12,I2S3_SD,I2S_SD
STM32F446RETx,PC12,SDIO_CK,SDIO_CK
STM32F446RETx,PC12,SPI3_MOSI,SPI_MOSI
STM32F446RETx,PC12,UART5_TX,UART_TX
STM32F446RETx,PC12,USART3_CK,USART_CK
STM32F446RETx,PC12,GPIO_Input,GPIO_Input
STM32F446RETx,PC12,GPIO_Output,GPIO_Output
STM32F446RETx,PC12,GPIO_Analog,GPIO_Analog
STM32F446RETx,PC12,EVENTOUT,EVENTOUT
STM32F446RETx,PC12,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PD2,DCMI_D11,DCMI_D
STM32F446RETx,PD2,SDIO_CMD,SDIO_CMD
STM32F446RETx,PD2,TIM3_ETR,TIM_ETR
STM32F446RETx,PD2,UART5_RX,UART_RX
STM32F446RETx,PD2,GPIO_Input,GPIO_Input
STM32F446RETx,PD2,GPIO_Output,GPIO_Output
STM32F446RETx,PD2,GPIO_Analog,GPIO_Analog
STM32F446RETx,PD2,EVENTOUT,EVENTOUT
STM32F446RETx,PD2,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB3,I2C2_SDA,I2C_SDA
STM32F446RETx,PB3,I2S1_CK,I2S_CK
STM32F446RETx,PB3,I2S3_CK,I2S_CK
STM32F446RETx,PB3,SPI1_SCK,SPI_SCK
STM32F446RETx,PB3,SPI3_SCK,SPI_SCK
STM32F446RETx,PB3,SYS_JTDO-SWO,SYS_JTDO-SWO
STM32F446RETx,PB3,TIM2_CH2,TIM_CH
STM32F446RETx,PB3,GPIO_Input,GPIO_Input
STM32F446RETx,PB3,GPIO_Output,GPIO_Output
STM32F446RETx,PB3,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB3,EVENTOUT,EVENTOUT
STM32F446RETx,PB3,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB4,I2C3_SDA,I2C_SDA
STM32F446RETx,PB4,I2S2_WS,I2S_WS
STM32F446RETx,PB4,SPI1_MISO,SPI_MISO
STM32F446RETx,PB4,SPI2_NSS,SPI_NSS
STM32F446RETx,PB4,SPI3_MISO,SPI_MISO
STM32F446RETx,PB4,SYS_JTRST,SYS_JTRST
STM32F446RETx,PB4,TIM3_CH1,TIM_CH
STM32F446RETx,PB4,GPIO_Input,GPIO_Input
STM32F446RETx,PB4,GPIO_Output,GPIO_Output
STM32F446RETx,PB4,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB4,EVENTOUT,EVENTOUT
STM32F446RETx,PB4,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB5,CAN2_RX,CAN_RX
STM32F446RETx,PB5,DCMI_D10,DCMI_D
STM32F446RETx,PB5,I2C1_SMBA,I2C_SMBA
STM32F446RETx,PB5,I2S1_SD,I2S_SD
STM32F446RETx,PB5,I2S3_SD,I2S_SD
STM32F446RETx,PB5,SPI1_MOSI,SPI_MOSI
STM32F446RETx,PB5,SPI3_MOSI,SPI_MOSI
STM32F446RETx,PB5,TIM3_CH2,TIM_CH
STM32F446RETx,PB5,USB_OTG_HS_ULPI_D7,USB_OTG_HS_ULPI_D
STM32F446RETx,PB5,GPIO_Input,GPIO_Input
STM32F446RETx,PB5,GPIO_Output,GPIO_Output
STM32F446RETx,PB5,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB5,EVENTOUT,EVENTOUT
STM32F446RETx,PB5,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB6,CAN2_TX,CAN_TX
STM32F446RETx,PB6,CEC,CEC
STM32F446RETx,PB6,DCMI_D5,DCMI_D
STM32F446RETx,PB6,I2C1_SCL,I2C_SCL
STM32F446RETx,PB6,QUADSPI_BK1_NCS,QUADSPI_BK_NCS
STM32F446RETx,PB6,TIM4_CH1,TIM_CH
STM32F446RETx,PB6,USART1_TX,USART_TX
STM32F446RETx,PB6,GPIO_Input,GPIO_Input
STM32F446RETx,PB6,GPIO_Output,GPIO_Output
STM32F446RETx,PB6,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB6,EVENTOUT,EVENTOUT
STM32F446RETx,PB6,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB7,DCMI_VSYNC,DCMI_VSYNC
STM32F446RETx,PB7,I2C1_SDA,I2C_SDA
STM32F446RETx,PB7,SPDIFRX_IN0,SPDIFRX_IN
STM32F446RETx,PB7,TIM4_CH2,TIM_CH
STM32F446RETx,PB7,USART1_RX,USART_RX
STM32F446RETx,PB7,GPIO_Input,GPIO_Input
STM32F446RETx,PB7,GPIO_Output,GPIO_Output
STM32F446RETx,PB7,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB7,EVENTOUT,EVENTOUT
STM32F446RETx,PB7,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB8,CAN1_RX,CAN_RX
STM32F446RETx,PB8,DCMI_D6,DCMI_D
STM32F446RETx,PB8,I2C1_SCL,I2C_SCL
STM32F446RETx,PB8,SDIO_D4,SDIO_D
STM32F446RETx,PB8,TIM10_CH1,TIM_CH
STM32F446RETx,PB8,TIM2_CH1,TIM_CH
STM32F446RETx,PB8,TIM2_ETR,TIM_ETR
STM32F446RETx,PB8,TIM4_CH3,TIM_CH
STM32F446RETx,PB8,GPIO_Input,GPIO_Input
STM32F446RETx,PB8,GPIO_Output,GPIO_Output
STM32F446RETx,PB8,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB8,EVENTOUT,EVENTOUT
STM32F446RETx,PB8,GPIO_EXTI,GPIO_EXTI
STM32F446RETx,PB9,CAN1_TX,CAN_TX
STM32F446RETx,PB9,DAC_EXTI9,DAC_EXTI
STM32F446RETx,PB9,DCMI_D7,DCMI_D
STM32F446RETx,PB9,I2C1_SDA,I2C_SDA
STM32F446RETx,PB9,I2S2_WS,I2S_WS
STM32F446RETx,PB9,SAI1_FS_B,SAI_FS_B
STM32F446RETx,PB9,SDIO_D5,SDIO_D
STM32F446RETx,PB9,SPI2_NSS,SPI_NSS
STM32F446RETx,PB9,TIM11_CH1,TIM_CH
STM32F446RETx,PB9,TIM2_CH2,TIM_CH
STM32F446RETx,PB9,TIM4_CH4,TIM_CH
STM32F446RETx,PB9,GPIO_Input,GPIO_Input
STM32F446RETx,PB9,GPIO_Output,GPIO_Output
STM32F446RETx,PB9,GPIO_Analog,GPIO_Analog
STM32F446RETx,PB9,EVENTOUT,EVENTOUT
STM32F446RETx,PB9,GPIO_EXTI,GPIO_EXTI
